e,x,p,_,1,0,_,3,0,_,4,.,0,_,w,a,s,s,_,o,u,t,.,n,p,y
burn\len,100,500,1000,2000,5000,10000,50000,100000,200000,400000,800000
0,0.15145253057167615,0.08457610398418379,0.03339830672729652,0.01803061804296251,0.02281290003585516,0.019507340140457782,0.012712516777310409,0.012879040536188973,0.014546947324299774,0.01490029302121298,0.014730418398947252
10,0.19185253057167617,0.0899361039841838,0.03347000639194886,0.018157077681269795,0.02261690003585534,0.019039340140457807,0.012628916777310385,0.012848240536188953,0.014534847324299811,0.01488899302121299,0.014733618398947271
50,0.16585253057167615,0.09261610398418384,0.030198269237516017,0.017329214216714007,0.022575317939180897,0.018805340140457854,0.0127557167773104,0.012978640536188957,0.014517447324299786,0.014884993021212985,0.014722943398947272
100,0.14736169476036726,0.0789544744524355,0.027354236496455648,0.02017178318117922,0.026171058317187728,0.020644669026261626,0.013130916777310372,0.01308184053618889,0.014559647324299778,0.014906343021213058,0.014736118398947232
500,0.11875004414386364,0.04528482061910779,0.039006452611111554,0.03320195427013697,0.03580132800817607,0.02317666902626158,0.013875716777310402,0.013542440536188827,0.014587247324299942,0.014889743021212975,0.014765518398947207
1000,0.12111857815705131,0.03865060441318045,0.022323663555841446,0.03493537402789228,0.028449046855221878,0.019093388361345557,0.013315532185850512,0.013441040536188893,0.014589155613882696,0.014839043021213026,0.014729768398947133
2000,0.23438996930763784,0.06714997944902484,0.056872964443672576,0.049082787937760206,0.038621328008176053,0.01608461274811513,0.013085090608553526,0.013458999350126686,0.014462157185681225,0.014871043021213094,0.014726343398947291
5000,0.1255534378078705,0.08706602575750153,0.039314749148202176,0.045153778935836296,0.02332429472822863,0.006330523879443532,0.01160288578716064,0.012740542168440378,0.014328425010827912,0.014564331373089436,0.014730947881119212
10000,0.09475813055755052,0.055338340632124255,0.05164371255965886,0.02689527301105786,0.015759659034637722,0.006606449191733418,0.010530251821054621,0.011983378516331761,0.01452155298804514,0.014275431373089216,0.014537793398947224
20000,0.30044437833232535,0.055168246105037205,0.088463351076194,0.04725170610497534,0.02036061321354114,0.026989915611585,0.0123421747955108,0.012671570254356562,0.014620418350162692,0.014556052473466762,0.014619972881119332
50000,0.16183225336294538,0.07587706478857172,0.05547232363637471,0.03691684499275975,0.019436446414462114,0.012409066325577846,0.013467515836127765,0.01301219951020021,0.015653973711430694,0.014827122754234682,0.014754997976800925
100000,0.10918983985530016,0.08295678758290641,0.05687575443149708,0.033255572881651055,0.018694101522103154,0.013690246391667712,0.012754029948377857,0.016307287414177293,0.016077811105828215,0.014935979399229141,0.014483222976800878
200000,0.15441526530202582,0.06557380276471299,0.023107972926430725,0.02726521872123559,0.017084614963183416,0.019834140804723347,0.016994790123033197,0.01597041800908085,0.015324133082010754,0.01493613969478865,0.014709675631950237

